Date,Stocks,Bonds,Cash,Stocks_Return,Bonds_Return,Cash_Return
22/02/2008,956.31,550.167,4.116,0.004791174,-0.003376622,0.000775983
29/02/2008,953.09,555.182,4.111,-0.003367109,0.009115414,0.000775059
07/03/2008,915.35,554.957,4.111,-0.03959752,-0.000405273,0.000775059
14/03/2008,912.77,557.459,4.15,-0.002818594,0.004508457,0.000782267
21/03/2008,897.24,557.127,4.279,-0.017014144,-0.000595559,0.00080609
28/03/2008,932.19,550.732,4.253,0.038952789,-0.011478532,0.000801291
04/04/2008,971.66,551.454,4.209,0.042341154,0.001310982,0.000793167
11/04/2008,948.66,553.256,4.227,-0.023670831,0.003267725,0.000796491
18/04/2008,978.05,544.766,4.222,0.030980541,-0.015345518,0.000795567
25/04/2008,978.57,544.388,4.255,0.00053167,-0.000693876,0.00080166
02/05/2008,1003.4,544.03,4.264,0.02537376,-0.000657619,0.000803322
09/05/2008,986.58,551.87,4.212,-0.016763006,0.01441097,0.000793721
16/05/2008,1006.24,546.211,4.184,0.019927426,-0.010254227,0.000788549
23/05/2008,978.47,543.19,4.221,-0.02759779,-0.00553083,0.000795383
30/05/2008,996.45,537.994,4.214,0.018375627,-0.009565714,0.00079409
06/06/2008,949.24,537.49,4.159,-0.047378193,-0.000936813,0.00078393
13/06/2008,940.25,527.65,4.125,-0.009470734,-0.018307317,0.000777647
20/06/2008,904.65,529.58,4.428,-0.037862271,0.003657728,0.000833571
27/06/2008,882.47,533.554,4.134,-0.024517769,0.00750406,0.00077931
04/07/2008,865.58,535.08,4.277,-0.019139461,0.002860067,0.000805721
11/07/2008,845.61,538.257,4.345,-0.023071235,0.00593743,0.000818268
18/07/2008,878.33,532.19,4.358,0.038693961,-0.011271567,0.000820666
25/07/2008,886.16,532.649,4.405,0.008914645,0.000862474,0.000829332
01/08/2008,877.45,541.97,4.394,-0.009828925,0.017499329,0.000827304
08/08/2008,901.96,547.868,4.396,0.027933216,0.010882521,0.000827673
15/08/2008,891.91,551.254,4.392,-0.011142401,0.006180321,0.000826935
22/08/2008,877.29,548.944,4.405,-0.016391788,-0.004190446,0.000829332
29/08/2008,891.39,550.068,4.398,0.016072222,0.002047568,0.000828041
05/09/2008,843.87,557.056,4.402,-0.053309999,0.012703884,0.000828779
12/09/2008,868.88,550.467,4.401,0.029637266,-0.011828254,0.000828594
19/09/2008,862.39,548.244,4.546,-0.007469386,-0.004038389,0.000855307
26/09/2008,837.45,550.605,4.792,-0.02891963,0.004306477,0.000900545
03/10/2008,826.13,558.664,4.868,-0.013517225,0.014636627,0.000914499
10/10/2008,642.83,556.71,4.629,-0.221877913,-0.00349763,0.000870582
17/10/2008,672.11,558.287,4.015,0.04554859,0.002832714,0.000757305
24/10/2008,619.32,565.938,3.921,-0.078543691,0.013704421,0.000739905
31/10/2008,687.92,555.194,3.836,0.110766647,-0.018984412,0.000724157
07/11/2008,691.42,568.932,3.484,0.005087801,0.024744504,0.00065881
14/11/2008,654.91,573.02,3.265,-0.052804374,0.007185393,0.000618043
21/11/2008,577.46,580.777,3.196,-0.118260524,0.013537049,0.000605181
28/11/2008,649.09,582.974,3.145,0.124043224,0.003782863,0.000595669
05/12/2008,601.6,588.785,2.697,-0.073163968,0.009967854,0.000511914
12/12/2008,646.16,577.699,2.441,0.074069149,-0.018828605,0.000463893
19/12/2008,653.04,588.376,2.299,0.010647518,0.018481943,0.000437205
26/12/2008,635.21,591.558,2.54,-0.027303075,0.005408106,0.000482478
02/01/2009,677.98,592.765,2.357,0.067332063,0.002040375,0.00044811
09/01/2009,664.65,591.75,2.217,-0.019661347,-0.001712314,0.000421778
16/01/2009,610.31,590.37,1.952,-0.081757316,-0.002332066,0.000371837
23/01/2009,574.58,576.542,1.493,-0.058544019,-0.023422599,0.000285034
30/01/2009,599.1,579.34,1.433,0.042674649,0.004853072,0.000273659
06/02/2009,628.2,582.236,1.391,0.048572859,0.004998792,0.000265692
13/02/2009,597.28,588.731,1.365,-0.049219994,0.01115527,0.000260759
20/02/2009,539.27,592.933,1.349,-0.097123627,0.007137385,0.000257722
27/02/2009,529.77,588.44,1.332,-0.017616407,-0.007577585,0.000254495
06/03/2009,487.15,595.675,1.169,-0.080450007,0.012295221,0.000223529
13/03/2009,527.97,592.676,0.957,0.083793493,-0.005034625,0.00018318
20/03/2009,549.8,598.573,0.932,0.041347046,0.009949787,0.000178417
27/03/2009,567.98,596.312,1.017,0.03306657,-0.003777317,0.000194608
03/04/2009,589.79,592.582,0.947,0.038399239,-0.006255115,0.000181275
10/04/2009,603.26,592.668,0.871,0.022838637,0.000145128,0.000166789
17/04/2009,628.54,594.335,0.888,0.041905646,0.002812705,0.00017003
24/04/2009,626.96,598.785,0.922,-0.002513762,0.00748736,0.000176511
01/05/2009,643.09,599.631,0.803,0.025727319,0.001412861,0.000153818
08/05/2009,673.14,596.149,0.706,0.046727519,-0.005806905,0.000135301
15/05/2009,649.04,597.195,0.687,-0.035802359,0.001754595,0.000131672
22/05/2009,672.62,593.598,0.906,0.036330581,-0.006023158,0.000173461
29/05/2009,678.28,589.749,0.898,0.008414855,-0.006484186,0.000171936
05/06/2009,693.45,584.574,0.859,0.022365395,-0.008774919,0.0001645
12/06/2009,695.34,588.802,0.91,0.002725503,0.007232617,0.000174224
19/06/2009,674.71,593.745,0.877,-0.029668939,0.008395012,0.000167933
26/06/2009,663.35,599.151,0.537,-0.016836863,0.009104919,0.000102998
03/07/2009,659.95,603.189,0.439,-0.005125499,0.006739536,8.42419E-05
10/07/2009,633.96,604.701,0.4,-0.039381771,0.002506677,7.67726E-05
17/07/2009,686.13,602.679,0.369,0.082292258,-0.003343801,7.08334E-05
24/07/2009,717.68,603.832,0.366,0.04598254,0.001913125,7.02586E-05
31/07/2009,733.07,613.216,0.354,0.021444098,0.015540746,6.7959E-05
07/08/2009,752.59,606.474,0.352,0.026627744,-0.010994495,6.75757E-05
14/08/2009,742.35,613.234,0.352,-0.013606346,0.011146397,6.75757E-05
21/08/2009,763.61,614.674,0.345,0.028638782,0.002348206,6.62342E-05
28/08/2009,780.36,617.032,0.341,0.021935281,0.00383618,6.54675E-05
04/09/2009,763.57,615.131,0.337,-0.021515711,-0.003080877,6.47008E-05
11/09/2009,788.08,618.506,0.34,0.032099218,0.005486636,6.52758E-05
18/09/2009,803.63,615.428,0.34,0.019731499,-0.004976508,6.52758E-05
25/09/2009,788.85,620.287,0.349,-0.018391548,0.007895318,6.70008E-05
02/10/2009,768.98,622.677,0.351,-0.025188566,0.003853055,6.73841E-05
09/10/2009,802.85,621.783,0.352,0.044045359,-0.001435736,6.75757E-05
16/10/2009,806.67,618.554,0.351,0.004758049,-0.00519313,6.73841E-05
23/10/2009,804.6,618.548,0.351,-0.002566105,-9.70E-06,6.73841E-05
30/10/2009,764.85,623.142,0.353,-0.04940343,0.007427071,6.77674E-05
06/11/2009,779,619.726,0.359,0.01850036,-0.005481897,6.89172E-05
13/11/2009,806.12,621.274,0.362,0.034813864,0.002497878,6.94921E-05
20/11/2009,792.41,623.58,0.369,-0.017007393,0.003711728,7.08334E-05
27/11/2009,792.25,626.245,0.374,-0.000201916,0.00427371,7.17915E-05
04/12/2009,814.41,625.387,0.382,0.027970969,-0.001370071,7.33243E-05
11/12/2009,800.97,624.529,0.381,-0.016502744,-0.00137195,7.31327E-05
18/12/2009,804.15,626.979,0.374,0.003970186,0.003922956,7.17915E-05
25/12/2009,828.35,622.433,0.429,0.030093888,-0.007250642,8.23269E-05
01/01/2010,831.03,619.479,0.377,0.003235347,-0.004745892,7.23663E-05
08/01/2010,845.86,622.321,0.362,0.017845324,0.004587726,6.94921E-05
15/01/2010,824.11,623.613,0.357,-0.025713475,0.002076099,6.85339E-05
22/01/2010,795.11,623.693,0.348,-0.035189477,0.000128285,6.68091E-05
29/01/2010,778.96,622.085,0.344,-0.020311655,-0.002578192,6.60425E-05
05/02/2010,738.72,624.547,0.348,-0.051658622,0.003957659,6.68091E-05
12/02/2010,750.9,627.355,0.344,0.016487979,0.004496059,6.60425E-05
19/02/2010,784.35,624.768,0.345,0.044546544,-0.004123662,6.62342E-05
26/02/2010,766.12,631.067,0.341,-0.023242175,0.010082142,6.54675E-05
05/03/2010,807.95,632.065,0.344,0.054599802,0.001581449,6.60425E-05
12/03/2010,813.98,632.814,0.339,0.007463333,0.001185005,6.50842E-05
19/03/2010,813.87,633.955,0.336,-0.000135138,0.001803057,6.45092E-05
26/03/2010,825.94,633.824,0.344,0.014830378,-0.000206639,6.60425E-05
02/04/2010,836.84,636.224,0.344,0.013197085,0.00378654,6.60425E-05
09/04/2010,841.07,632.701,0.346,0.00505473,-0.005537358,6.64258E-05
16/04/2010,829.02,634.963,0.347,-0.014326988,0.003575148,6.66175E-05
23/04/2010,820.89,629.684,0.347,-0.00980676,-0.00831387,6.66175E-05
30/04/2010,794.08,628.759,0.35,-0.032659674,-0.001468991,6.71924E-05
07/05/2010,712.92,618.812,0.362,-0.102206327,-0.015820052,6.94921E-05
14/05/2010,753.11,638.715,0.361,0.056373787,0.032163242,6.93005E-05
21/05/2010,738.36,642.898,0.362,-0.019585452,0.006549087,6.94921E-05
28/05/2010,753.71,639.993,0.361,0.020789317,-0.004518602,6.93005E-05
04/06/2010,736.37,634.679,0.364,-0.023006196,-0.008303216,6.98753E-05
11/06/2010,761.27,638.793,0.367,0.033814523,0.006482017,7.04502E-05
18/06/2010,790.99,632.856,0.366,0.039040025,-0.009294091,7.02586E-05
25/06/2010,760.45,633.054,0.396,-0.038609843,0.000312867,7.60063E-05
02/07/2010,729.54,636.508,0.452,-0.040646985,0.005456091,8.6731E-05
09/07/2010,775.66,637.164,0.491,0.063217918,0.001030623,9.41965E-05
16/07/2010,765.53,637.944,0.545,-0.013059846,0.001224175,0.000104529
23/07/2010,786.81,638.084,0.582,0.027797735,0.000219455,0.000111605
30/07/2010,793.47,642.509,0.577,0.008464559,0.006934824,0.000110649
06/08/2010,804.82,650.783,0.568,0.014304259,0.012877641,0.000108928
13/08/2010,784.53,650.547,0.55,-0.025210606,-0.00036264,0.000105485
20/08/2010,765.85,656.357,0.528,-0.023810434,0.008930946,0.000101276
27/08/2010,761.9,656.679,0.515,-0.005157668,0.000490587,9.87892E-05
03/09/2010,796.16,653.769,0.511,0.044966531,-0.004431389,9.80238E-05
10/09/2010,806.07,650.711,0.501,0.012447247,-0.004677493,9.61102E-05
17/09/2010,799.39,646.323,0.503,-0.008287121,-0.006743393,9.6493E-05
24/09/2010,810.29,649.083,0.515,0.013635397,0.004270311,9.87892E-05
01/10/2010,792.93,651.646,0.64,-0.021424428,0.003948648,0.000122692
08/10/2010,808.17,655.367,0.694,0.019219855,0.005710156,0.000133009
15/10/2010,825.16,654.755,0.734,0.021022805,-0.000933828,0.000140648
22/10/2010,834.48,648.882,0.798,0.011294779,-0.008969767,0.000152864
29/10/2010,826.13,645.98,0.779,-0.010006231,-0.004472308,0.000149238
05/11/2010,835.12,645.627,0.781,0.010882065,-0.000546457,0.00014962
12/11/2010,822.93,639.075,0.806,-0.014596705,-0.010148274,0.000154391
19/11/2010,829.79,632.614,0.711,0.008336067,-0.010109925,0.000136256
26/11/2010,798.39,626.854,0.604,-0.0378409,-0.009105078,0.000115811
03/12/2010,812.04,627.051,0.675,0.017096908,0.000314268,0.00012938
10/12/2010,828.71,623.09,0.691,0.020528545,-0.006316871,0.000132436
17/12/2010,823.67,619.145,0.613,-0.006081742,-0.006331349,0.000117532
24/12/2010,835.39,619.78,0.666,0.014228999,0.001025608,0.00012766
31/12/2010,815.22,618.676,0.612,-0.024144412,-0.001781277,0.000117341
07/01/2011,819.72,620.006,0.552,0.005519982,0.002149752,0.000105868
14/01/2011,852.9,621.771,0.647,0.040477236,0.002846747,0.00012403
21/01/2011,868.06,618.247,0.746,0.017774651,-0.005667682,0.000142939
28/01/2011,864.47,616.489,0.897,-0.004135659,-0.002843524,0.000171746
04/02/2011,878.83,619.412,0.865,0.016611334,0.004741366,0.000165645
11/02/2011,885.19,615.845,0.942,0.007236895,-0.005758687,0.000180322
18/02/2011,898.03,616.472,0.743,0.01450536,0.001018113,0.000142367
25/02/2011,873.74,617.821,0.705,-0.027048094,0.002188258,0.00013511
04/03/2011,863.25,614.362,0.848,-0.01200586,-0.005598709,0.000162403
11/03/2011,844.28,616.664,0.853,-0.021975094,0.003746977,0.000163356
18/03/2011,817.58,621.597,0.781,-0.03162458,0.007999494,0.00014962
25/03/2011,852.33,617.34,0.806,0.042503486,-0.006848489,0.000154391
01/04/2011,867.79,612.495,0.777,0.018138514,-0.007848187,0.000148857
08/04/2011,874.55,612.638,1.03,0.007789903,0.000233471,0.000197083
15/04/2011,856.17,613.665,1.151,-0.021016523,0.001676357,0.000220106
22/04/2011,862.87,613.838,1.198,0.007825549,0.000281913,0.000229042
29/04/2011,886.56,616.743,1.226,0.027454889,0.004732519,0.000234363
06/05/2011,877.82,619.549,1.216,-0.009858329,0.004549707,0.000232463
13/05/2011,864.02,622.753,1.174,-0.015720763,0.005171504,0.000224479
20/05/2011,854.73,621.63,1.189,-0.010752066,-0.001803283,0.000227331
27/05/2011,848.31,624.701,1.122,-0.007511144,0.004940238,0.000214591
03/06/2011,839.88,626.554,1.017,-0.009937405,0.002966219,0.000194608
10/06/2011,823.96,624.513,1.248,-0.018955089,-0.003257501,0.000238543
17/06/2011,835.56,623.159,1.289,0.014078353,-0.002168089,0.000246331
24/06/2011,819.8,622.321,1.203,-0.018861602,-0.001344761,0.000229992
01/07/2011,868.11,621.981,1.177,0.058929007,-0.000546342,0.00022505
08/07/2011,843.07,617.634,1.367,-0.028844271,-0.006988959,0.000261138
15/07/2011,808.77,611.934,1.461,-0.040684641,-0.009228767,0.000278968
22/07/2011,838.16,619.163,1.3,0.036339132,0.011813365,0.00024842
29/07/2011,807.25,621.012,1.212,-0.0368784,0.00298629,0.000231703
05/08/2011,718.55,623.982,1.275,-0.10987922,0.004782516,0.000243672
12/08/2011,698.22,644.265,1.161,-0.02829309,0.032505745,0.000222008
19/08/2011,653.42,652.081,1.118,-0.064163158,0.012131654,0.00021383
26/08/2011,662.99,652.586,1.108,0.014646016,0.000774444,0.000211928
02/09/2011,672.15,654.163,1.092,0.013816196,0.00241654,0.000208883
09/09/2011,628.22,656.929,1.092,-0.065357435,0.004228304,0.000208883
16/09/2011,654.16,653.42,1.111,0.041291267,-0.005341521,0.000212498
23/09/2011,615.07,654.355,1.182,-0.059756023,0.001430933,0.000226
30/09/2011,661.96,655.085,1.208,0.076235225,0.001115602,0.000230942
07/10/2011,689.15,652.438,1.178,0.041074989,-0.004040697,0.00022524
14/10/2011,715.36,640.007,1.174,0.038032359,-0.019053151,0.000224479
21/10/2011,710.46,637.771,1.158,-0.006849698,-0.003493712,0.000221437
28/10/2011,748.41,637.209,1.136,0.053416097,-0.000881194,0.000217254
04/11/2011,696.53,639.834,1.028,-0.069320292,0.004119528,0.000196702
11/11/2011,709.1,631.71,0.926,0.018046602,-0.012697043,0.000177273
18/11/2011,682.29,624.204,0.906,-0.03780849,-0.011882034,0.000173461
25/11/2011,644.35,605.473,0.911,-0.055606853,-0.030007818,0.000174414
02/12/2011,715.04,627.24,0.892,0.109707457,0.035950406,0.000170793
09/12/2011,715.07,630.339,0.831,4.20E-05,0.004940693,0.00015916
16/12/2011,672.52,640.391,0.76,-0.059504664,0.015946975,0.000145612
23/12/2011,699.97,640.673,0.853,0.04081663,0.000440356,0.000163356
30/12/2011,707.98,643.036,0.677,0.011443348,0.003688309,0.000129762
06/01/2012,702.78,634.957,0.564,-0.00734484,-0.012563838,0.000108163
13/01/2012,715.33,648.185,0.483,0.017857651,0.020832907,9.26653E-05
20/01/2012,743.1,651.606,0.433,0.038821243,0.005277814,8.30929E-05
27/01/2012,747.43,661.172,0.41,0.005826941,0.014680651,7.86881E-05
03/02/2012,771.52,666.072,0.387,0.032230443,0.007411082,7.42822E-05
10/02/2012,760.97,666.54,0.373,-0.013674305,0.000702627,7.15999E-05
17/02/2012,773.36,665.17,0.368,0.016281851,-0.002055391,7.06418E-05
24/02/2012,774.4,669.253,0.361,0.001344781,0.00613828,6.93005E-05
02/03/2012,781.29,680.3,0.334,0.008897211,0.016506463,6.41258E-05
09/03/2012,772.2,680.585,0.318,-0.011634604,0.000418933,6.10587E-05
16/03/2012,800.54,674.196,0.32,0.036700337,-0.009387512,6.14421E-05
23/03/2012,775.75,674.159,0.32,-0.030966598,-5.49E-05,6.14421E-05
30/03/2012,760.96,675.951,0.316,-0.019065421,0.002658127,6.06753E-05
06/04/2012,735.97,671.145,0.317,-0.032840097,-0.007109983,6.0867E-05
13/04/2012,705.92,671.939,0.315,-0.040830469,0.001183053,6.04835E-05
20/04/2012,713.33,668.943,0.319,0.01049694,-0.004458738,6.12504E-05
27/04/2012,725.2,671.609,0.316,0.016640265,0.003985392,6.06753E-05
04/05/2012,700.72,679.208,0.318,-0.033756205,0.011314619,6.10587E-05
11/05/2012,707.47,679.281,0.317,0.009632949,0.000107478,6.0867E-05
18/05/2012,675.42,675.187,0.318,-0.045302274,-0.006026961,6.10587E-05
25/05/2012,683.96,682.051,0.318,0.012643984,0.010166073,6.10587E-05
01/06/2012,655.47,687.491,0.317,-0.041654483,0.007975943,6.0867E-05
08/06/2012,680.14,683.993,0.319,0.037637115,-0.005088067,6.12504E-05
15/06/2012,692.28,674.952,0.32,0.017849266,-0.013217972,6.14421E-05
22/06/2012,695.88,678.656,0.323,0.005200208,0.005487798,6.20172E-05
29/06/2012,720.67,678.54,0.323,0.035623958,-0.000170926,6.20172E-05
06/07/2012,711.91,685.723,0.208,-0.012155355,0.010585964,3.99593E-05
13/07/2012,720.47,690.593,0.127,0.012023992,0.007101993,2.44079E-05
20/07/2012,713.54,690.886,0.113,-0.009618721,0.000424273,2.17187E-05
27/07/2012,733.91,689.107,0.107,0.028547804,-0.002574954,2.05661E-05
03/08/2012,756.67,691.648,0.097,0.031011977,0.003687381,1.8645E-05
10/08/2012,773.02,694.443,0.097,0.021607834,0.004041073,1.8645E-05
17/08/2012,788.43,694.109,0.095,0.019934801,-0.000480961,1.82607E-05
24/08/2012,776.68,698.832,0.092,-0.014903035,0.006804407,1.76843E-05
31/08/2012,778.75,695.651,0.09,0.00266519,-0.004551881,1.73001E-05
07/09/2012,810.58,707.022,0.088,0.040873194,0.01634584,1.69158E-05
14/09/2012,828.45,704.955,0.086,0.022045942,-0.00292353,1.65315E-05
21/09/2012,822.87,707.55,0.084,-0.00673547,0.003681086,1.61472E-05
28/09/2012,785.63,710.053,0.083,-0.045256237,0.003537559,1.5955E-05
05/10/2012,810.55,712.433,0.081,0.031719766,0.003351862,1.55707E-05
12/10/2012,790.66,717.42,0.081,-0.024538893,0.006999956,1.55707E-05
19/10/2012,814.88,718.252,0.079,0.030632636,0.001159711,1.51864E-05
26/10/2012,800.09,716.714,0.08,-0.018149912,-0.00214131,1.53786E-05
02/11/2012,816.54,718.484,0.079,0.020560187,0.002469604,1.51864E-05
09/11/2012,795.16,721.44,0.079,-0.026183653,0.004114218,1.51864E-05
16/11/2012,778.47,724.047,0.078,-0.020989486,0.003613606,1.49943E-05
23/11/2012,820.15,724.19,0.077,0.05354092,0.000197501,1.48021E-05
30/11/2012,826.15,731.667,0.077,0.007315735,0.010324639,1.48021E-05
07/12/2012,834.53,733.669,0.077,0.010143436,0.002736217,1.48021E-05
14/12/2012,843.89,732.766,0.077,0.011215894,-0.0012308,1.48021E-05
21/12/2012,851.2,735.174,0.088,0.008662266,0.003286179,1.69158E-05
28/12/2012,843.61,736.055,0.082,-0.008916823,0.001198356,1.57629E-05
04/01/2013,870.46,733.415,0.08,0.031827503,-0.003586688,1.53786E-05
11/01/2013,873.46,736.338,0.08,0.003446454,0.003985465,1.53786E-05
18/01/2013,871.67,736.535,0.08,-0.002049321,0.00026754,1.53786E-05
25/01/2013,884.16,735.376,0.081,0.014328817,-0.001573584,1.55707E-05
01/02/2013,873.18,732.648,0.084,-0.012418567,-0.003709667,1.61472E-05
08/02/2013,847.67,731.592,0.082,-0.029215053,-0.001441347,1.57629E-05
15/02/2013,842.83,733.186,0.081,-0.005709769,0.00217881,1.55707E-05
22/02/2013,847.6,735.328,0.081,0.005659504,0.002921496,1.55707E-05
01/03/2013,843.31,737.517,0.08,-0.00506135,0.002976903,1.53786E-05
08/03/2013,879.59,739.743,0.079,0.043020953,0.003018236,1.51864E-05
15/03/2013,878.6,741.395,0.079,-0.001125524,0.002233208,1.51864E-05
22/03/2013,865.09,744.796,0.088,-0.015376736,0.004587298,1.69158E-05
29/03/2013,846.5,742.698,0.083,-0.021489094,-0.002816879,1.5955E-05
05/04/2013,834,754.559,0.083,-0.014766686,0.015970152,1.5955E-05
12/04/2013,851.87,753.785,0.082,0.021426859,-0.001025765,1.57629E-05
19/04/2013,833.54,756.472,0.082,-0.021517368,0.003564677,1.57629E-05
26/04/2013,871.37,761.684,0.083,0.045384745,0.006889878,1.5955E-05
03/05/2013,901.43,766.526,0.083,0.034497401,0.006356967,1.5955E-05
10/05/2013,914.39,760.487,0.083,0.014377156,-0.007878402,1.5955E-05
17/05/2013,927.85,763.848,0.082,0.014720196,0.004419536,1.57629E-05
24/05/2013,912.96,756.311,0.083,-0.016047853,-0.009867146,1.5955E-05
31/05/2013,915.17,752.452,0.087,0.002420698,-0.005102398,1.67236E-05
07/06/2013,900.76,749.7,0.089,-0.015745708,-0.003657376,1.71079E-05
14/06/2013,882.29,750.338,0.09,-0.020504907,0.000851007,1.73001E-05
21/06/2013,843.51,736.837,0.102,-0.043953802,-0.017993224,1.96056E-05
28/06/2013,862.36,737.737,0.094,0.022347097,0.001221437,1.80686E-05
05/07/2013,860.61,741.934,0.093,-0.002029315,0.005689019,1.78765E-05
12/07/2013,887.06,745.969,0.097,0.030734014,0.005438489,1.8645E-05
19/07/2013,901.66,748.507,0.098,0.016458864,0.003402286,1.88371E-05
26/07/2013,910.22,744.898,0.109,0.009493601,-0.004821598,2.09503E-05
02/08/2013,933.14,747.932,0.105,0.025180726,0.004073041,2.01819E-05
09/08/2013,938.22,748.958,0.102,0.005443985,0.001371782,1.96056E-05
16/08/2013,947.74,743.513,0.101,0.010146874,-0.007270101,1.94135E-05
23/08/2013,938.37,738.862,0.105,-0.009886678,-0.006255439,2.01819E-05
30/08/2013,903.68,740.423,0.098,-0.03696836,0.002112708,1.88371E-05
06/09/2013,930.93,736.25,0.098,0.030154479,-0.005635968,1.88371E-05
13/09/2013,952.08,737.194,0.096,0.022719216,0.001282173,1.84529E-05
20/09/2013,972.03,743.455,0.099,0.020954122,0.008493015,1.90292E-05
27/09/2013,970.94,747.077,0.098,-0.001121365,0.004871848,1.88371E-05
04/10/2013,974.23,749.724,0.099,0.003388469,0.003543142,1.90292E-05
11/10/2013,989.52,749.711,0.098,0.015694446,-1.73E-05,1.88371E-05
18/10/2013,1010.09,752.664,0.098,0.020787857,0.003938851,1.88371E-05
25/10/2013,1010.48,756.464,0.102,0.000386104,0.005048734,1.96056E-05
01/11/2013,1016.36,762.26,0.102,0.005819017,0.007661964,1.96056E-05
08/11/2013,1011.7,759.708,0.098,-0.00458499,-0.003347939,1.88371E-05
15/11/2013,1019.33,762.209,0.097,0.007541761,0.003292054,1.8645E-05
22/11/2013,1019.81,761.996,0.114,0.000470898,-0.000279451,2.19108E-05
29/11/2013,1030.22,764.273,0.125,0.010207784,0.002988205,2.40237E-05
06/12/2013,994.92,757.77,0.137,-0.034264526,-0.00850874,2.63285E-05
13/12/2013,975.55,760.278,0.157,-0.019468902,0.003309711,3.01691E-05
20/12/2013,1018.85,758.531,0.182,0.044385219,-0.002297844,3.49688E-05
27/12/2013,1039.79,754.312,0.254,0.020552584,-0.005562067,4.87854E-05
03/01/2014,1027.44,760.34,0.177,-0.011877398,0.007991388,3.4009E-05
10/01/2014,1037.38,763.479,0.175,0.009674531,0.004128416,3.3625E-05
17/01/2014,1055.36,769.532,0.227,0.017332125,0.007928181,4.36053E-05
24/01/2014,1013.23,770.892,0.211,-0.039920027,0.001767308,4.0535E-05
31/01/2014,1009.81,777.879,0.188,-0.003375344,0.009063526,3.61206E-05
07/02/2014,1018.27,779.321,0.19,0.008377814,0.001853759,3.65045E-05
14/02/2014,1045.26,779.018,0.19,0.02650574,-0.0003888,3.65045E-05
21/02/2014,1049.49,781.367,0.192,0.00404684,0.003015335,3.68884E-05
28/02/2014,1055.38,785.003,0.184,0.00561225,0.004653383,3.53527E-05
07/03/2014,1037.48,786.002,0.191,-0.016960716,0.001272607,3.66964E-05
14/03/2014,1007.09,790.26,0.191,-0.029292131,0.005417289,3.66964E-05
21/03/2014,1037.88,788.253,0.204,0.030573236,-0.00253967,3.91916E-05
28/03/2014,1064.11,794.194,0.199,0.025272671,0.00753692,3.82319E-05
04/04/2014,1084.07,797.714,0.212,0.018757459,0.004432166,4.07269E-05
11/04/2014,1047.05,798.567,0.223,-0.034149086,0.001069306,4.28378E-05
18/04/2014,1061.73,801.341,0.213,0.014020343,0.003473722,4.09188E-05
25/04/2014,1059.58,802.31,0.252,-0.002024997,0.001209223,4.84018E-05
02/05/2014,1073.98,805.639,0.225,0.01359029,0.004149269,4.32216E-05
09/05/2014,1081.38,808.226,0.242,0.006890259,0.003211116,4.64833E-05
16/05/2014,1082.48,810.689,0.23,0.001017219,0.003047415,4.4181E-05
23/05/2014,1096.69,808.197,0.278,0.013127263,-0.003073928,5.33888E-05
30/05/2014,1111.95,814.155,0.242,0.013914598,0.007371965,4.64833E-05
06/06/2014,1130.33,820.793,0.161,0.01652952,0.008153239,3.09371E-05
13/06/2014,1126.71,819.979,0.079,-0.003202605,-0.000991724,1.51864E-05
20/06/2014,1133.64,820.188,0.055,0.006150651,0.000254885,1.05741E-05
27/06/2014,1109.2,826.102,0.056,-0.021558872,0.007210542,1.07663E-05
04/07/2014,1124.26,827.536,0.049,0.013577353,0.001735863,9.42081E-06
11/07/2014,1085.53,827.642,0.048,-0.034449327,0.000128091,9.2286E-06
18/07/2014,1088.97,831.823,0.047,0.003168959,0.005051701,9.03638E-06
25/07/2014,1092.68,834.498,0.064,0.003406889,0.003215828,1.23038E-05
01/08/2014,1057.43,834.651,0.049,-0.032260131,0.000183344,9.42081E-06
08/08/2014,1035.05,836.417,0.04,-0.021164522,0.002115854,7.6908E-06
15/08/2014,1044.24,845.2,0.037,0.008878798,0.010500743,7.11409E-06
22/08/2014,1066.61,845.459,0.047,0.021422278,0.000306436,9.03638E-06
29/08/2014,1092.2,852.661,0.031,0.0239919,0.00851845,5.96063E-06
05/09/2014,1127.53,855.92,-0.009,0.032347555,0.003822152,-1.73085E-06
12/09/2014,1113.7,845.795,-0.021,-0.012265749,-0.011829377,-4.03888E-06
19/09/2014,1126.84,850.113,-0.023,0.011798509,0.005105256,-4.42358E-06
26/09/2014,1109.96,853.733,0.001,-0.014979944,0.004258257,1.92307E-07
03/10/2014,1080.49,856.036,-0.017,-0.026550506,0.002697565,-3.2695E-06
10/10/2014,1031.56,858.49,-0.02,-0.04528501,0.002866702,-3.84653E-06
17/10/2014,1021.91,854.205,-0.021,-0.009354764,-0.004991322,-4.03888E-06
24/10/2014,1046.42,853.823,0.009,0.0239845,-0.000447199,1.73069E-06
31/10/2014,1075.07,859.187,-0.011,0.027379064,0.006282333,-2.1155E-06
07/11/2014,1058.67,859.353,-0.018,-0.015254821,0.000193206,-3.46184E-06
14/11/2014,1057.54,862.052,-0.019,-0.001067377,0.003140735,-3.65419E-06
21/11/2014,1104.69,866.149,0.001,0.044584602,0.004752614,1.92307E-07
28/11/2014,1124.3,873.108,0.001,0.017751586,0.008034414,1.92307E-07
05/12/2014,1134.23,873.151,-0.011,0.008832162,4.92E-05,-2.1155E-06
